issue_id,customer_id,issue_date,issue_type,resolution_time_hrs,resolved,Table1.city
20059,29,05-09-2023,Slow Internet,37,Yes,Kolkata
20254,29,20-11-2022,Slow Internet,66,Yes,Kolkata
20030,93,23-04-2023,Call Drop,40,Yes,Bangalore
20031,220,30-11-2022,Slow Internet,62,Yes,Bangalore
20403,220,10-04-2022,Slow Internet,4,Yes,Bangalore
20488,31,31-03-2024,Slow Internet,53,Yes,Chennai
20032,256,02-03-2024,Slow Internet,24,Yes,Kolkata
20110,256,16-04-2022,Call Drop,2,Yes,Kolkata
20033,137,09-07-2023,Call Drop,6,Yes,Delhi
20120,137,13-09-2023,Call Drop,17,No,Delhi
20238,137,14-02-2023,Call Drop,18,No,Delhi
20133,33,23-11-2022,Slow Internet,64,Yes,Kolkata
20179,33,21-10-2022,Call Drop,21,Yes,Kolkata
20034,231,12-05-2024,No Signal,40,Yes,Delhi
20035,306,27-05-2023,No Signal,70,Yes,Bangalore
20359,306,27-01-2023,Call Drop,13,Yes,Bangalore
20203,35,30-03-2022,Call Drop,7,Yes,Chennai
20036,202,17-01-2023,No Signal,58,Yes,Chennai
20037,66,27-02-2023,Slow Internet,14,Yes,Hyderabad
20038,461,14-12-2022,No Signal,45,Yes,Chennai
20040,155,30-04-2024,No Signal,23,Yes,Mumbai
20234,155,27-06-2022,Slow Internet,15,No,Mumbai
20255,40,21-07-2023,No Signal,48,Yes,Chennai
20041,105,28-03-2023,Slow Internet,62,Yes,Kolkata
20214,105,17-09-2023,Slow Internet,41,Yes,Kolkata
20042,255,17-10-2022,Slow Internet,17,Yes,Delhi
20398,42,30-09-2022,Call Drop,30,Yes,Kolkata
20446,42,31-12-2022,Slow Internet,29,Yes,Kolkata
20043,404,06-01-2024,No Signal,70,No,Hyderabad
20052,404,23-03-2023,Call Drop,52,Yes,Hyderabad
20364,404,25-06-2023,Call Drop,18,Yes,Hyderabad
20323,43,12-11-2023,Call Drop,26,Yes,Hyderabad
20492,43,23-07-2023,Call Drop,25,Yes,Hyderabad
20044,488,29-04-2022,No Signal,28,No,Hyderabad
20086,44,25-11-2022,No Signal,70,Yes,Mumbai
20240,44,15-10-2022,Call Drop,69,Yes,Mumbai
20490,44,11-01-2024,Call Drop,6,No,Mumbai
20045,446,02-08-2022,Slow Internet,13,Yes,Kolkata
20046,458,19-07-2023,No Signal,29,Yes,Hyderabad
20450,458,26-03-2024,Slow Internet,68,Yes,Hyderabad
20282,47,07-03-2024,Call Drop,59,Yes,Hyderabad
20048,79,15-03-2023,Slow Internet,20,Yes,Delhi
20404,79,31-03-2022,No Signal,15,Yes,Delhi
20481,48,31-10-2023,Slow Internet,54,Yes,Chennai
20265,49,15-04-2024,No Signal,68,No,Chennai
20275,49,03-05-2023,Call Drop,43,Yes,Chennai
20050,370,19-07-2023,No Signal,54,Yes,Kolkata
20051,102,21-09-2023,No Signal,64,Yes,Delhi
20222,51,02-11-2023,Call Drop,14,Yes,Kolkata
20108,52,02-01-2022,Slow Internet,59,Yes,Chennai
20053,152,22-04-2024,Slow Internet,43,Yes,Bangalore
20164,152,14-06-2022,No Signal,44,Yes,Bangalore
20054,489,11-02-2022,Call Drop,18,Yes,Chennai
20309,54,06-05-2023,Slow Internet,38,Yes,Bangalore
20055,178,30-01-2023,No Signal,54,Yes,Chennai
20056,391,04-09-2022,Call Drop,60,Yes,Chennai
20462,391,01-08-2022,No Signal,70,Yes,Chennai
20199,56,27-08-2022,No Signal,17,Yes,Chennai
20207,56,04-10-2023,Slow Internet,30,Yes,Chennai
20243,56,05-02-2023,Slow Internet,63,Yes,Chennai
20258,56,30-03-2022,No Signal,4,Yes,Chennai
20057,87,18-10-2022,No Signal,71,No,Hyderabad
20058,88,05-09-2022,No Signal,1,Yes,Mumbai
20129,88,21-07-2022,Slow Internet,18,Yes,Mumbai
20257,88,12-10-2022,No Signal,43,Yes,Mumbai
20370,58,20-01-2024,No Signal,65,Yes,Bangalore
20328,60,29-03-2022,Slow Internet,3,Yes,Hyderabad
20385,60,02-07-2022,Call Drop,55,Yes,Hyderabad
20061,363,14-05-2024,No Signal,35,Yes,Delhi
20276,363,20-01-2024,Call Drop,32,Yes,Delhi
20433,61,09-12-2022,Call Drop,39,Yes,Hyderabad
20062,493,25-03-2023,No Signal,67,Yes,Kolkata
20186,493,18-08-2022,No Signal,23,No,Kolkata
20063,419,25-03-2022,No Signal,35,Yes,Kolkata
20236,419,08-11-2022,Call Drop,28,Yes,Kolkata
20365,419,06-12-2023,Call Drop,53,No,Kolkata
20249,63,26-02-2023,Slow Internet,7,Yes,Kolkata
20252,63,16-10-2023,Call Drop,34,Yes,Kolkata
20064,321,12-02-2024,Slow Internet,9,Yes,Hyderabad
20165,64,07-08-2022,Call Drop,4,Yes,Bangalore
20065,100,09-08-2022,Slow Internet,37,Yes,Mumbai
20118,100,12-02-2022,No Signal,50,Yes,Mumbai
20182,100,23-03-2023,Call Drop,60,Yes,Mumbai
20261,100,13-05-2023,Call Drop,51,Yes,Mumbai
20066,115,28-10-2023,No Signal,60,Yes,Bangalore
20267,115,25-05-2022,No Signal,10,No,Bangalore
20278,115,23-03-2022,No Signal,19,Yes,Bangalore
20068,454,04-07-2023,No Signal,12,No,Chennai
20095,454,22-10-2022,Call Drop,60,Yes,Chennai
20159,454,04-09-2023,No Signal,16,Yes,Chennai
20443,69,19-04-2023,Slow Internet,66,Yes,Mumbai
20070,74,06-07-2022,Slow Internet,71,No,Hyderabad
20189,74,15-03-2023,Call Drop,66,Yes,Hyderabad
20399,74,27-12-2022,Call Drop,18,Yes,Hyderabad
20473,70,12-04-2023,No Signal,45,Yes,Chennai
20071,135,09-06-2023,No Signal,4,Yes,Chennai
20322,135,28-07-2023,Slow Internet,11,Yes,Chennai
20103,71,27-05-2024,No Signal,49,Yes,Hyderabad
20072,428,11-08-2022,Call Drop,61,No,Bangalore
20202,428,01-12-2023,Call Drop,4,Yes,Bangalore
20073,456,10-04-2023,No Signal,45,Yes,Kolkata
20313,456,07-01-2022,Call Drop,9,Yes,Kolkata
20235,73,03-10-2022,Slow Internet,67,Yes,Kolkata
20074,269,23-02-2023,Call Drop,50,Yes,Chennai
20083,269,11-05-2023,Call Drop,24,Yes,Chennai
20201,269,31-07-2023,No Signal,6,Yes,Chennai
20075,350,28-03-2022,Slow Internet,50,Yes,Delhi
20226,75,26-04-2024,Slow Internet,38,Yes,Mumbai
20270,75,27-09-2023,Call Drop,48,Yes,Mumbai
20414,75,05-11-2022,Call Drop,50,Yes,Mumbai
20076,466,16-09-2022,Slow Internet,48,Yes,Kolkata
20077,78,30-06-2022,No Signal,23,Yes,Kolkata
20078,459,07-11-2022,Slow Internet,8,Yes,Chennai
20079,380,22-06-2022,Slow Internet,29,Yes,Delhi
20080,490,18-11-2022,Call Drop,43,Yes,Chennai
20218,80,07-06-2024,No Signal,48,No,Kolkata
20081,125,08-12-2023,Slow Internet,53,Yes,Bangalore
20340,81,06-07-2022,Slow Internet,55,Yes,Chennai
20142,82,04-01-2024,Call Drop,14,Yes,Chennai
20423,82,04-06-2024,Call Drop,40,Yes,Chennai
20174,83,29-06-2023,No Signal,67,Yes,Bangalore
20444,83,25-01-2022,No Signal,71,Yes,Bangalore
20084,310,02-09-2022,Call Drop,14,Yes,Kolkata
20149,84,28-12-2022,Slow Internet,42,Yes,Delhi
20336,84,27-08-2022,Call Drop,32,Yes,Delhi
20499,86,05-11-2022,Slow Internet,34,Yes,Delhi
20087,225,29-05-2024,No Signal,4,Yes,Hyderabad
20196,225,11-07-2023,Slow Internet,63,Yes,Hyderabad
20291,225,20-06-2022,Call Drop,18,Yes,Hyderabad
20088,242,15-07-2022,Slow Internet,58,Yes,Hyderabad
20089,397,03-03-2022,Call Drop,37,Yes,Bangalore
20348,397,29-10-2022,No Signal,43,Yes,Bangalore
20090,153,25-01-2022,Slow Internet,48,Yes,Kolkata
20172,90,02-03-2023,No Signal,33,Yes,Mumbai
20092,124,16-07-2023,Call Drop,66,Yes,Kolkata
20308,124,06-01-2023,Slow Internet,38,Yes,Kolkata
20191,92,13-11-2022,Call Drop,20,Yes,Chennai
20093,285,13-01-2023,Slow Internet,13,Yes,Hyderabad
20361,285,06-03-2022,Call Drop,68,Yes,Hyderabad
20094,484,15-06-2024,Call Drop,66,Yes,Hyderabad
20422,94,26-06-2023,Call Drop,24,Yes,Delhi
20096,402,21-02-2022,No Signal,41,Yes,Bangalore
20220,402,04-02-2022,Slow Internet,11,Yes,Bangalore
20158,96,18-03-2024,No Signal,29,Yes,Hyderabad
20190,96,20-06-2022,Slow Internet,41,Yes,Hyderabad
20410,96,03-10-2022,No Signal,39,Yes,Hyderabad
20097,348,23-04-2024,Call Drop,32,Yes,Chennai
20432,348,06-11-2022,Call Drop,42,Yes,Chennai
20327,98,09-02-2024,No Signal,43,Yes,Chennai
20099,146,14-01-2024,Call Drop,5,Yes,Mumbai
20371,146,19-07-2022,Call Drop,6,No,Mumbai
20447,99,05-04-2022,Call Drop,31,No,Hyderabad
20100,191,26-07-2023,Call Drop,67,Yes,Hyderabad
20271,191,16-06-2022,No Signal,44,Yes,Hyderabad
20301,191,20-01-2024,Slow Internet,13,Yes,Hyderabad
20101,381,29-12-2023,Slow Internet,66,Yes,Hyderabad
20417,381,17-09-2022,Call Drop,28,Yes,Hyderabad
20102,165,02-04-2023,No Signal,52,Yes,Mumbai
20352,165,03-09-2023,Slow Internet,20,Yes,Mumbai
20379,103,14-10-2022,No Signal,37,Yes,Delhi
20104,439,01-05-2024,Slow Internet,29,Yes,Chennai
20237,439,04-10-2023,Call Drop,44,Yes,Chennai
20310,439,15-04-2024,No Signal,13,Yes,Chennai
20425,104,04-03-2022,Slow Internet,24,Yes,Kolkata
20105,201,10-12-2023,Call Drop,38,Yes,Bangalore
20106,355,27-02-2024,Slow Internet,70,Yes,Bangalore
20479,355,11-10-2023,Slow Internet,11,No,Bangalore
20458,107,17-02-2023,Call Drop,47,Yes,Chennai
20109,441,14-04-2023,No Signal,55,Yes,Kolkata
20228,441,11-09-2022,Call Drop,47,Yes,Kolkata
20413,109,28-06-2022,Call Drop,33,Yes,Mumbai
20111,302,04-08-2022,Slow Internet,26,Yes,Kolkata
20475,302,21-10-2022,Call Drop,55,No,Kolkata
20112,360,16-02-2024,No Signal,63,No,Hyderabad
20344,360,09-08-2022,Slow Internet,1,Yes,Hyderabad
20141,112,23-05-2023,No Signal,48,Yes,Chennai
20113,300,10-11-2023,No Signal,17,Yes,Mumbai
20259,300,14-02-2022,No Signal,52,Yes,Mumbai
20318,113,07-09-2022,Call Drop,67,Yes,Kolkata
20114,487,29-01-2024,Call Drop,59,Yes,Bangalore
20184,487,07-03-2023,Call Drop,65,Yes,Bangalore
20408,114,22-03-2022,Call Drop,63,Yes,Mumbai
20115,408,18-02-2023,Slow Internet,16,Yes,Chennai
20117,140,27-02-2022,Slow Internet,64,No,Delhi
20163,117,23-09-2023,No Signal,12,Yes,Kolkata
20306,117,06-03-2024,Call Drop,65,Yes,Kolkata
20455,117,05-05-2023,No Signal,32,Yes,Kolkata
20148,118,16-02-2022,No Signal,8,Yes,Hyderabad
20435,118,20-04-2023,Slow Internet,41,Yes,Hyderabad
20204,119,14-12-2023,No Signal,17,No,Kolkata
20121,359,04-05-2023,Slow Internet,46,Yes,Mumbai
20298,121,31-05-2022,Call Drop,18,Yes,Chennai
20375,122,07-04-2023,Slow Internet,53,Yes,Hyderabad
20123,372,30-09-2023,Slow Internet,50,No,Chennai
20369,372,31-07-2022,No Signal,67,Yes,Chennai
20421,372,18-10-2022,No Signal,46,Yes,Chennai
20125,145,27-12-2023,No Signal,48,Yes,Chennai
20126,161,02-10-2023,Call Drop,68,Yes,Bangalore
20419,161,19-10-2022,Slow Internet,1,Yes,Bangalore
20127,249,24-01-2023,Slow Internet,19,Yes,Bangalore
20230,127,11-04-2022,Call Drop,49,Yes,Delhi
20287,127,16-09-2023,Slow Internet,54,Yes,Delhi
20128,175,17-07-2022,Call Drop,25,Yes,Kolkata
20195,175,23-01-2023,Slow Internet,18,Yes,Kolkata
20198,175,16-06-2023,No Signal,13,Yes,Kolkata
20181,128,04-06-2024,Slow Internet,67,Yes,Bangalore
20130,399,11-07-2022,Call Drop,51,Yes,Hyderabad
20368,130,18-06-2024,Slow Internet,41,Yes,Kolkata
20411,130,21-03-2022,No Signal,28,Yes,Kolkata
20451,130,05-08-2023,Call Drop,25,Yes,Kolkata
20131,477,17-04-2022,Slow Internet,18,Yes,Delhi
20134,477,20-01-2024,Call Drop,71,Yes,Delhi
20378,477,17-06-2022,No Signal,45,Yes,Delhi
20384,477,10-06-2024,No Signal,4,Yes,Delhi
20331,131,26-04-2023,No Signal,64,Yes,Kolkata
20132,480,07-12-2023,Slow Internet,58,Yes,Hyderabad
20396,480,22-04-2024,Call Drop,35,Yes,Hyderabad
20358,132,09-03-2022,Slow Internet,60,Yes,Hyderabad
20146,134,14-07-2022,Slow Internet,12,Yes,Mumbai
20156,134,10-12-2023,Slow Internet,36,Yes,Mumbai
20391,134,08-07-2023,Call Drop,56,Yes,Mumbai
20494,134,24-06-2023,No Signal,55,Yes,Mumbai
20135,271,06-10-2023,Call Drop,57,Yes,Kolkata
20315,271,06-01-2023,Slow Internet,17,Yes,Kolkata
20136,283,23-12-2022,No Signal,17,Yes,Hyderabad
20137,226,18-08-2023,Slow Internet,59,Yes,Chennai
20138,445,16-05-2023,No Signal,67,Yes,Chennai
20139,452,11-10-2022,No Signal,15,No,Delhi
20274,139,12-03-2024,Slow Internet,6,Yes,Chennai
20140,497,13-04-2023,Slow Internet,26,Yes,Kolkata
20200,497,12-12-2023,No Signal,26,Yes,Kolkata
20263,141,01-08-2023,No Signal,12,Yes,Hyderabad
20351,142,16-02-2023,Slow Internet,3,Yes,Kolkata
20256,147,04-12-2023,No Signal,60,No,Bangalore
20476,148,25-06-2023,Slow Internet,50,Yes,Kolkata
20180,149,19-03-2024,Call Drop,35,Yes,Chennai
20242,149,09-06-2023,Slow Internet,70,Yes,Chennai
20465,149,30-07-2023,Call Drop,70,Yes,Chennai
20150,258,20-05-2024,Slow Internet,37,Yes,Bangalore
20153,150,02-05-2023,No Signal,9,Yes,Bangalore
20162,150,11-11-2023,Slow Internet,58,Yes,Bangalore
20168,150,09-04-2024,No Signal,67,Yes,Bangalore
20292,150,29-01-2024,Slow Internet,44,Yes,Bangalore
20355,150,29-03-2024,No Signal,45,Yes,Bangalore
20151,243,21-06-2023,Call Drop,20,Yes,Hyderabad
20152,237,01-08-2023,No Signal,1,Yes,Chennai
20357,237,22-01-2022,Call Drop,46,No,Chennai
20426,237,17-08-2023,Call Drop,22,No,Chennai
20154,374,26-04-2024,Slow Internet,24,Yes,Mumbai
20157,379,03-09-2022,Call Drop,4,Yes,Kolkata
20380,379,10-12-2023,Slow Internet,17,Yes,Kolkata
20459,379,04-12-2022,Call Drop,51,Yes,Kolkata
20406,157,27-08-2022,Call Drop,4,Yes,Chennai
20333,159,08-06-2023,Call Drop,35,Yes,Delhi
20428,160,25-04-2023,Call Drop,8,Yes,Hyderabad
20463,160,24-12-2023,Call Drop,42,Yes,Hyderabad
20219,163,17-04-2024,No Signal,42,No,Hyderabad
20273,163,15-04-2022,Call Drop,40,Yes,Hyderabad
20363,163,30-12-2023,No Signal,49,Yes,Hyderabad
20166,425,16-07-2022,Call Drop,25,Yes,Hyderabad
20305,166,19-01-2022,No Signal,43,Yes,Delhi
20167,478,05-02-2023,Slow Internet,70,Yes,Chennai
20372,478,27-06-2022,Call Drop,37,Yes,Chennai
20279,168,04-04-2022,Call Drop,52,Yes,Delhi
20438,168,01-03-2023,No Signal,44,Yes,Delhi
20169,317,19-01-2024,No Signal,39,Yes,Delhi
20170,364,12-11-2023,Call Drop,24,Yes,Delhi
20487,364,10-12-2022,No Signal,54,Yes,Delhi
20489,170,18-05-2024,Slow Internet,52,Yes,Delhi
20486,172,05-07-2022,No Signal,13,Yes,Chennai
20173,388,14-10-2022,Slow Internet,48,Yes,Chennai
20338,174,08-02-2024,Slow Internet,6,Yes,Mumbai
20175,464,26-10-2022,Call Drop,2,No,Delhi
20176,250,10-05-2024,Call Drop,38,Yes,Mumbai
20382,250,09-08-2023,Call Drop,56,Yes,Mumbai
20216,176,21-09-2023,Call Drop,2,Yes,Chennai
20244,176,05-08-2022,Call Drop,58,Yes,Chennai
20177,384,12-01-2024,Call Drop,40,Yes,Chennai
20330,384,17-02-2022,Call Drop,65,Yes,Chennai
20389,384,05-06-2024,Slow Internet,30,Yes,Chennai
20178,396,08-12-2023,Call Drop,56,Yes,Kolkata
20299,396,23-02-2024,No Signal,5,Yes,Kolkata
20183,457,18-02-2023,Slow Internet,23,Yes,Delhi
20312,457,29-08-2022,No Signal,29,Yes,Delhi
20185,362,29-02-2024,No Signal,63,Yes,Delhi
20373,362,27-02-2023,No Signal,12,Yes,Delhi
20441,362,11-01-2023,No Signal,65,Yes,Delhi
20478,186,21-10-2023,No Signal,41,Yes,Hyderabad
20187,328,06-04-2022,No Signal,42,Yes,Kolkata
20193,328,28-06-2023,Slow Internet,57,Yes,Kolkata
20188,212,13-06-2024,Slow Internet,64,Yes,Delhi
20192,330,21-04-2024,No Signal,9,Yes,Mumbai
20376,192,13-02-2022,Slow Internet,25,Yes,Mumbai
20260,193,06-10-2023,No Signal,32,Yes,Bangalore
20194,436,06-05-2023,Call Drop,17,Yes,Delhi
20381,436,03-12-2022,Slow Internet,69,Yes,Delhi
20342,196,07-09-2023,Call Drop,57,No,Kolkata
20197,315,13-03-2022,No Signal,26,Yes,Kolkata
20484,315,07-06-2022,No Signal,34,Yes,Kolkata
20272,199,19-01-2024,Slow Internet,64,Yes,Kolkata
20316,199,27-10-2023,No Signal,37,Yes,Kolkata
20474,203,01-04-2022,No Signal,26,Yes,Mumbai
20205,371,19-06-2023,No Signal,50,Yes,Delhi
20206,413,18-03-2024,No Signal,6,Yes,Kolkata
20337,208,16-07-2022,Call Drop,26,Yes,Hyderabad
20209,451,13-08-2023,Call Drop,39,Yes,Delhi
20420,209,03-06-2024,Call Drop,8,Yes,Bangalore
20210,309,09-07-2022,Call Drop,14,Yes,Mumbai
20211,357,22-03-2024,Slow Internet,54,No,Bangalore
20314,357,03-07-2023,No Signal,68,Yes,Bangalore
20212,376,19-02-2023,Call Drop,22,Yes,Hyderabad
20442,376,14-08-2022,No Signal,70,Yes,Hyderabad
20213,316,03-06-2022,No Signal,57,Yes,Hyderabad
20215,390,05-12-2022,Slow Internet,10,Yes,Bangalore
20436,390,25-02-2022,No Signal,48,Yes,Bangalore
20262,215,13-05-2023,No Signal,10,Yes,Bangalore
20285,216,10-04-2024,Call Drop,41,Yes,Chennai
20317,216,27-01-2024,Slow Internet,64,Yes,Chennai
20320,216,07-07-2023,Slow Internet,40,No,Chennai
20496,219,09-06-2023,No Signal,28,Yes,Bangalore
20221,267,23-02-2024,Call Drop,12,Yes,Chennai
20477,221,08-06-2023,Call Drop,35,Yes,Bangalore
20223,377,23-12-2023,Call Drop,30,Yes,Mumbai
20439,377,22-05-2022,Slow Internet,35,Yes,Mumbai
20224,279,10-06-2023,No Signal,60,Yes,Delhi
20346,279,11-05-2023,Call Drop,20,Yes,Delhi
20225,303,21-06-2023,Slow Internet,30,Yes,Bangalore
20227,443,06-08-2022,Call Drop,65,No,Delhi
20366,227,22-07-2023,No Signal,18,Yes,Bangalore
20229,349,22-07-2022,Slow Internet,39,Yes,Kolkata
20495,349,16-01-2022,Slow Internet,3,Yes,Kolkata
20268,229,02-06-2023,No Signal,23,Yes,Hyderabad
20454,229,12-02-2023,Slow Internet,7,Yes,Hyderabad
20286,230,07-03-2022,Slow Internet,34,Yes,Chennai
20329,230,08-04-2023,Call Drop,34,Yes,Chennai
20231,246,27-12-2022,Slow Internet,58,Yes,Bangalore
20232,312,11-01-2024,Slow Internet,17,Yes,Hyderabad
20334,312,30-07-2022,Call Drop,22,Yes,Hyderabad
20374,312,27-10-2023,No Signal,2,No,Hyderabad
20437,312,26-04-2024,No Signal,71,No,Hyderabad
20233,234,12-12-2023,Call Drop,6,Yes,Hyderabad
20466,234,01-07-2023,Call Drop,13,Yes,Hyderabad
20405,235,03-09-2022,Slow Internet,27,Yes,Kolkata
20445,235,21-11-2023,Slow Internet,63,Yes,Kolkata
20239,274,01-03-2024,Slow Internet,32,Yes,Delhi
20245,356,29-11-2023,Call Drop,47,No,Bangalore
20345,356,12-05-2023,Call Drop,21,Yes,Bangalore
20377,245,07-03-2023,Slow Internet,28,No,Delhi
20246,257,15-04-2023,Slow Internet,17,Yes,Kolkata
20247,411,27-01-2022,Slow Internet,39,Yes,Hyderabad
20248,301,31-12-2023,No Signal,59,No,Delhi
20296,301,03-02-2022,Call Drop,3,Yes,Delhi
20469,248,02-04-2024,Slow Internet,21,No,Bangalore
20250,314,14-01-2022,Slow Internet,63,Yes,Chennai
20251,424,16-05-2023,No Signal,57,Yes,Hyderabad
20354,251,09-11-2022,Call Drop,38,No,Kolkata
20500,251,26-03-2024,Call Drop,13,Yes,Kolkata
20269,252,23-03-2022,No Signal,13,Yes,Hyderabad
20324,252,22-05-2022,No Signal,65,Yes,Hyderabad
20253,294,21-11-2022,No Signal,53,Yes,Hyderabad
20350,254,26-03-2023,Call Drop,65,No,Bangalore
20467,254,08-06-2023,No Signal,25,Yes,Bangalore
20283,259,19-03-2024,Call Drop,5,Yes,Chennai
20393,262,07-07-2023,Call Drop,32,Yes,Hyderabad
20482,263,16-09-2022,No Signal,1,Yes,Chennai
20264,414,01-03-2024,No Signal,39,Yes,Delhi
20284,414,27-12-2022,Slow Internet,66,Yes,Delhi
20266,499,22-10-2023,Slow Internet,10,Yes,Delhi
20416,275,24-05-2023,Slow Internet,42,Yes,Bangalore
20277,367,06-11-2022,No Signal,49,Yes,Kolkata
20281,277,09-12-2022,No Signal,34,No,Chennai
20280,496,17-11-2022,No Signal,52,Yes,Chennai
20325,284,30-04-2023,No Signal,2,Yes,Chennai
20293,287,01-08-2023,Slow Internet,48,Yes,Bangalore
20288,323,17-05-2024,No Signal,20,Yes,Mumbai
20339,288,23-08-2022,Slow Internet,46,Yes,Kolkata
20289,318,05-03-2023,No Signal,54,No,Delhi
20290,421,05-02-2023,Call Drop,66,Yes,Chennai
20409,290,25-04-2022,Call Drop,66,Yes,Mumbai
20485,292,09-05-2023,Call Drop,57,Yes,Delhi
20362,293,14-03-2024,No Signal,62,Yes,Chennai
20295,460,07-05-2023,Call Drop,39,Yes,Hyderabad
20461,295,27-11-2022,No Signal,27,Yes,Delhi
20483,296,28-03-2022,Slow Internet,20,Yes,Hyderabad
20400,297,04-07-2022,Slow Internet,30,Yes,Chennai
20300,375,15-09-2022,No Signal,55,Yes,Mumbai
20302,475,20-09-2023,No Signal,34,Yes,Delhi
20303,333,11-08-2023,Slow Internet,18,Yes,Bangalore
20304,344,05-03-2024,No Signal,68,Yes,Kolkata
20307,431,04-02-2022,Slow Internet,41,Yes,Chennai
20493,431,24-05-2023,No Signal,58,Yes,Chennai
20401,319,14-04-2024,Slow Internet,16,Yes,Chennai
20321,427,03-12-2022,Slow Internet,16,Yes,Delhi
20491,427,31-05-2023,Slow Internet,36,Yes,Delhi
20326,322,14-03-2023,No Signal,45,Yes,Kolkata
